scenario_id,linked_requirement_id,canonical_requirement_ids,priority,area,scenario_type,title,topology,environment,expected_result,failure_criteria,required_evidence,work_package_id,execution_phase_id,_part
CPF-SC-007648,CPF-FR-017378,OPS-CONFIG,P0,ADM_UI,DATA,[ADM / Cache Evict·Refresh·Reconcile] 검색·Paging·상세,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007649,CPF-FR-017378,OPS-CONFIG,P0,ADM_UI,EMPTY,[ADM / Cache Evict·Refresh·Reconcile] 빈 결과,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007650,CPF-FR-017378,OPS-CONFIG,P0,ADM_UI,ERROR,[ADM / Cache Evict·Refresh·Reconcile] API 500/Timeout,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007651,CPF-FR-017378,OPS-CONFIG,P0,ADM_UI,FORBIDDEN,[ADM / Cache Evict·Refresh·Reconcile] 403·직접 URL/API,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007652,CPF-FR-017378,OPS-CONFIG,P0,ADM_UI,CONFLICT,[ADM / Cache Evict·Refresh·Reconcile] 409 expectedVersion,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007653,CPF-FR-017378,OPS-CONFIG,P0,ADM_UI,SESSION,[ADM / Cache Evict·Refresh·Reconcile] Session 만료·권한 회수,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007654,CPF-FR-017378,OPS-CONFIG,P0,ADM_UI,PARTIAL,[ADM / Cache Evict·Refresh·Reconcile] Partial/STALE,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007655,CPF-FR-017378,OPS-CONFIG,P0,ADM_UI,DEEP_LINK,[ADM / Cache Evict·Refresh·Reconcile] Refresh·Back/Forward·Query,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007656,CPF-FR-017378,OPS-CONFIG,P0,ADM_UI,KEYBOARD,[ADM / Cache Evict·Refresh·Reconcile] Keyboard·Focus·A11y,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007657,CPF-FR-017378,OPS-CONFIG,P0,ADM_UI,MASKING,[ADM / Cache Evict·Refresh·Reconcile] PII Masking·Raw View,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007658,CPF-FR-017378,OPS-CONFIG,P0,ADM_UI,COMMAND,[ADM / Cache Evict·Refresh·Reconcile] 위험 Command Preview·승인,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007659,CPF-FR-017378,OPS-CONFIG,P0,ADM_UI,UNKNOWN,[ADM / Cache Evict·Refresh·Reconcile] 비동기 UNKNOWN·대사,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007660,CPF-FR-017378,OPS-CONFIG,P0,ADM_UI,PERFORMANCE,[ADM / Cache Evict·Refresh·Reconcile] 대량 데이터·느린 네트워크,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007661,CPF-FR-017401,OPS-CONFIG,P1,ADM_UI,LOAD,[ADM / Runtime Config Catalog] 초기 Load·Route,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007662,CPF-FR-017401,OPS-CONFIG,P1,ADM_UI,DATA,[ADM / Runtime Config Catalog] 검색·Paging·상세,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007663,CPF-FR-017401,OPS-CONFIG,P1,ADM_UI,EMPTY,[ADM / Runtime Config Catalog] 빈 결과,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007664,CPF-FR-017401,OPS-CONFIG,P1,ADM_UI,ERROR,[ADM / Runtime Config Catalog] API 500/Timeout,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007665,CPF-FR-017401,OPS-CONFIG,P1,ADM_UI,FORBIDDEN,[ADM / Runtime Config Catalog] 403·직접 URL/API,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007666,CPF-FR-017401,OPS-CONFIG,P1,ADM_UI,CONFLICT,[ADM / Runtime Config Catalog] 409 expectedVersion,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007667,CPF-FR-017401,OPS-CONFIG,P1,ADM_UI,SESSION,[ADM / Runtime Config Catalog] Session 만료·권한 회수,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007668,CPF-FR-017401,OPS-CONFIG,P1,ADM_UI,PARTIAL,[ADM / Runtime Config Catalog] Partial/STALE,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007669,CPF-FR-017401,OPS-CONFIG,P1,ADM_UI,DEEP_LINK,[ADM / Runtime Config Catalog] Refresh·Back/Forward·Query,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007670,CPF-FR-017401,OPS-CONFIG,P1,ADM_UI,KEYBOARD,[ADM / Runtime Config Catalog] Keyboard·Focus·A11y,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007671,CPF-FR-017401,OPS-CONFIG,P1,ADM_UI,MASKING,[ADM / Runtime Config Catalog] PII Masking·Raw View,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007672,CPF-FR-017401,OPS-CONFIG,P1,ADM_UI,COMMAND,[ADM / Runtime Config Catalog] 위험 Command Preview·승인,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007673,CPF-FR-017401,OPS-CONFIG,P1,ADM_UI,UNKNOWN,[ADM / Runtime Config Catalog] 비동기 UNKNOWN·대사,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007674,CPF-FR-017401,OPS-CONFIG,P1,ADM_UI,PERFORMANCE,[ADM / Runtime Config Catalog] 대량 데이터·느린 네트워크,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007675,CPF-FR-017420,OPS-CONFIG,P0,ADM_UI,LOAD,[ADM / Runtime Config Detail] 초기 Load·Route,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007676,CPF-FR-017420,OPS-CONFIG,P0,ADM_UI,DATA,[ADM / Runtime Config Detail] 검색·Paging·상세,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007677,CPF-FR-017420,OPS-CONFIG,P0,ADM_UI,EMPTY,[ADM / Runtime Config Detail] 빈 결과,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007678,CPF-FR-017420,OPS-CONFIG,P0,ADM_UI,ERROR,[ADM / Runtime Config Detail] API 500/Timeout,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007679,CPF-FR-017420,OPS-CONFIG,P0,ADM_UI,FORBIDDEN,[ADM / Runtime Config Detail] 403·직접 URL/API,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007680,CPF-FR-017420,OPS-CONFIG,P0,ADM_UI,CONFLICT,[ADM / Runtime Config Detail] 409 expectedVersion,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007681,CPF-FR-017420,OPS-CONFIG,P0,ADM_UI,SESSION,[ADM / Runtime Config Detail] Session 만료·권한 회수,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007682,CPF-FR-017420,OPS-CONFIG,P0,ADM_UI,PARTIAL,[ADM / Runtime Config Detail] Partial/STALE,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007683,CPF-FR-017420,OPS-CONFIG,P0,ADM_UI,DEEP_LINK,[ADM / Runtime Config Detail] Refresh·Back/Forward·Query,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007684,CPF-FR-017420,OPS-CONFIG,P0,ADM_UI,KEYBOARD,[ADM / Runtime Config Detail] Keyboard·Focus·A11y,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
CPF-SC-007685,CPF-FR-017420,OPS-CONFIG,P0,ADM_UI,MASKING,[ADM / Runtime Config Detail] PII Masking·Raw View,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,P09-ADM-UI-ONLINE,P09,CPF_SCENARIO_MASTER_PART_001_CPF-SC-000001__CPF-SC-009526.csv
