scenario_id,linked_requirement_id,canonical_requirement_id,scenario_type,title,topology,environment,acceptance_expected_result,failure_criteria,test_method,assertion,execution_command,exit_code_actual_result,evidence_path,개발GPT_자체검수상태,remaining_runtime_difference,primary_work_item_id
CPF-SC-007413,CPF-FR-017033,OPS-DRIFT,FORBIDDEN,[ADM / System/Artifact Version] 403·직접 URL/API,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-007414,CPF-FR-017033,OPS-DRIFT,CONFLICT,[ADM / System/Artifact Version] 409 expectedVersion,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-007415,CPF-FR-017033,OPS-DRIFT,SESSION,[ADM / System/Artifact Version] Session 만료·권한 회수,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-007416,CPF-FR-017033,OPS-DRIFT,PARTIAL,[ADM / System/Artifact Version] Partial/STALE,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-007417,CPF-FR-017033,OPS-DRIFT,DEEP_LINK,[ADM / System/Artifact Version] Refresh·Back/Forward·Query,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-007418,CPF-FR-017033,OPS-DRIFT,KEYBOARD,[ADM / System/Artifact Version] Keyboard·Focus·A11y,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-007419,CPF-FR-017033,OPS-DRIFT,MASKING,[ADM / System/Artifact Version] PII Masking·Raw View,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-007420,CPF-FR-017033,OPS-DRIFT,COMMAND,[ADM / System/Artifact Version] 위험 Command Preview·승인,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-007421,CPF-FR-017033,OPS-DRIFT,UNKNOWN,[ADM / System/Artifact Version] 비동기 UNKNOWN·대사,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-007422,CPF-FR-017033,OPS-DRIFT,PERFORMANCE,[ADM / System/Artifact Version] 대량 데이터·느린 네트워크,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-007577,CPF-FR-017269,OPS-CONFIG,LOAD,[ADM / Target Snapshot Preview] 초기 Load·Route,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-007578,CPF-FR-017269,OPS-CONFIG,DATA,[ADM / Target Snapshot Preview] 검색·Paging·상세,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-007579,CPF-FR-017269,OPS-CONFIG,EMPTY,[ADM / Target Snapshot Preview] 빈 결과,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-007580,CPF-FR-017269,OPS-CONFIG,ERROR,[ADM / Target Snapshot Preview] API 500/Timeout,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-007581,CPF-FR-017269,OPS-CONFIG,FORBIDDEN,[ADM / Target Snapshot Preview] 403·직접 URL/API,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-007582,CPF-FR-017269,OPS-CONFIG,CONFLICT,[ADM / Target Snapshot Preview] 409 expectedVersion,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-007583,CPF-FR-017269,OPS-CONFIG,SESSION,[ADM / Target Snapshot Preview] Session 만료·권한 회수,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-007584,CPF-FR-017269,OPS-CONFIG,PARTIAL,[ADM / Target Snapshot Preview] Partial/STALE,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-007585,CPF-FR-017269,OPS-CONFIG,DEEP_LINK,[ADM / Target Snapshot Preview] Refresh·Back/Forward·Query,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-007586,CPF-FR-017269,OPS-CONFIG,KEYBOARD,[ADM / Target Snapshot Preview] Keyboard·Focus·A11y,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-007587,CPF-FR-017269,OPS-CONFIG,MASKING,[ADM / Target Snapshot Preview] PII Masking·Raw View,ADM/BZA BFF + 실제/격리 DB,Node/npm clean + Chromium/Firefox/WebKit,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node OpenAPI negative gate + source trace,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치; white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
