exact_id,product,operation_id,method,path,response_codes,development_status,verification_status,overall_status,qa_status,basis_sha,source_path,qa_comment
BZA-bzaOperationFindAdminUsersPage,BZA,bzaOperationFindAdminUsersPage,GET,/api/bza/admin-users/page,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalDelegations,BZA,bzaApprovalDelegations,GET,/api/bza/approvals/delegations,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalDelegationSave,BZA,bzaApprovalDelegationSave,POST,/api/bza/approvals/delegations,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalInbox,BZA,bzaApprovalInbox,GET,/api/bza/approvals/inbox,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalPolicies,BZA,bzaApprovalPolicies,GET,/api/bza/approvals/policies,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalPolicySave,BZA,bzaApprovalPolicySave,POST,/api/bza/approvals/policies,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalPolicyDetail,BZA,bzaApprovalPolicyDetail,GET,/api/bza/approvals/policies/{policyCode}/{version},200;401;403;404;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalPolicySimulate,BZA,bzaApprovalPolicySimulate,POST,/api/bza/approvals/simulate,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalSubmissions,BZA,bzaApprovalSubmissions,GET,/api/bza/approvals/submissions,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalPolicySubmit,BZA,bzaApprovalPolicySubmit,POST,/api/bza/approvals/submissions,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalExpireDue,BZA,bzaApprovalExpireDue,POST,/api/bza/approvals/submissions/expire-due,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalSubmissionDetail,BZA,bzaApprovalSubmissionDetail,GET,/api/bza/approvals/submissions/{approvalId},200;401;403;404;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalCancel,BZA,bzaApprovalCancel,POST,/api/bza/approvals/submissions/{approvalId}/cancel,200;401;403;404;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalResubmit,BZA,bzaApprovalResubmit,POST,/api/bza/approvals/submissions/{approvalId}/resubmit,200;401;403;404;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalWithdraw,BZA,bzaApprovalWithdraw,POST,/api/bza/approvals/submissions/{approvalId}/withdraw,200;401;403;404;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaApprovalParticipantDecision,BZA,bzaApprovalParticipantDecision,POST,/api/bza/approvals/{approvalId}/decisions,200;401;403;404;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaSupportFindAttachments,BZA,bzaSupportFindAttachments,GET,/api/bza/attachments,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaSupportUploadAttachment,BZA,bzaSupportUploadAttachment,POST,/api/bza/attachments,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaSupportDownloadAttachment,BZA,bzaSupportDownloadAttachment,GET,/api/bza/attachments/{attachmentId}/download,200;401;403;404;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaSupportRecheckAttachment,BZA,bzaSupportRecheckAttachment,POST,/api/bza/attachments/{attachmentId}/recheck,200;401;403;404;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaSupportUpdateAttachmentSecurity,BZA,bzaSupportUpdateAttachmentSecurity,POST,/api/bza/attachments/{attachmentId}/security,200;401;403;404;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaBusinessAuditVerify,BZA,bzaBusinessAuditVerify,GET,/api/bza/audits/verify,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaAuthLogin,BZA,bzaAuthLogin,POST,/api/bza/auth/login,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaAuthLoginHistories,BZA,bzaAuthLoginHistories,GET,/api/bza/auth/login-history,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaAuthLogout,BZA,bzaAuthLogout,POST,/api/bza/auth/logout,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaAuthMe,BZA,bzaAuthMe,GET,/api/bza/auth/me,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaAuthChangePassword,BZA,bzaAuthChangePassword,POST,/api/bza/auth/password/change,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaAuthRefresh,BZA,bzaAuthRefresh,POST,/api/bza/auth/refresh,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaAuthSessions,BZA,bzaAuthSessions,GET,/api/bza/auth/sessions,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaAuthRevokeSession,BZA,bzaAuthRevokeSession,POST,/api/bza/auth/sessions/{sessionId}/revoke,200;401;403;404;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaBackofficeFindBusinessAudits,BZA,bzaBackofficeFindBusinessAudits,GET,/api/bza/backoffice/audits,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaBackofficeFindEmployees,BZA,bzaBackofficeFindEmployees,GET,/api/bza/backoffice/employees,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaBackofficeSaveEmployee,BZA,bzaBackofficeSaveEmployee,POST,/api/bza/backoffice/employees,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaBackofficeFindEmployeesPage,BZA,bzaBackofficeFindEmployeesPage,GET,/api/bza/backoffice/employees/page,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaBackofficeEmployeeRawContact,BZA,bzaBackofficeEmployeeRawContact,POST,/api/bza/backoffice/employees/{employeeNo}/contacts/raw,200;401;403;404;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaBackofficeFindOrganizations,BZA,bzaBackofficeFindOrganizations,GET,/api/bza/backoffice/organizations,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaBackofficeSaveOrganization,BZA,bzaBackofficeSaveOrganization,POST,/api/bza/backoffice/organizations,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaBackofficeFindOrganizationsPage,BZA,bzaBackofficeFindOrganizationsPage,GET,/api/bza/backoffice/organizations/page,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaBackofficeFindEffectivePermissions,BZA,bzaBackofficeFindEffectivePermissions,GET,/api/bza/backoffice/permissions/effective,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaSupportDashboard,BZA,bzaSupportDashboard,GET,/api/bza/dashboard,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectoryFindAssignments,BZA,bzaDirectoryFindAssignments,GET,/api/bza/directory/assignments,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectorySaveAssignment,BZA,bzaDirectorySaveAssignment,POST,/api/bza/directory/assignments,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectoryFindAssignmentsPage,BZA,bzaDirectoryFindAssignmentsPage,GET,/api/bza/directory/assignments/page,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectoryFindJobTitles,BZA,bzaDirectoryFindJobTitles,GET,/api/bza/directory/job-titles,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectorySaveJobTitle,BZA,bzaDirectorySaveJobTitle,POST,/api/bza/directory/job-titles,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectoryFindJobTitlesPage,BZA,bzaDirectoryFindJobTitlesPage,GET,/api/bza/directory/job-titles/page,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectoryFindPositions,BZA,bzaDirectoryFindPositions,GET,/api/bza/directory/positions,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectorySavePosition,BZA,bzaDirectorySavePosition,POST,/api/bza/directory/positions,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectoryFindPositionsPage,BZA,bzaDirectoryFindPositionsPage,GET,/api/bza/directory/positions/page,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectoryFindResponsibilities,BZA,bzaDirectoryFindResponsibilities,GET,/api/bza/directory/responsibilities,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectorySaveResponsibility,BZA,bzaDirectorySaveResponsibility,POST,/api/bza/directory/responsibilities,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectoryFindResponsibilitiesPage,BZA,bzaDirectoryFindResponsibilitiesPage,GET,/api/bza/directory/responsibilities/page,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectoryFindUserRoles,BZA,bzaDirectoryFindUserRoles,GET,/api/bza/directory/user-roles,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectorySaveUserRole,BZA,bzaDirectorySaveUserRole,POST,/api/bza/directory/user-roles,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaDirectoryFindUserRolesPage,BZA,bzaDirectoryFindUserRolesPage,GET,/api/bza/directory/user-roles/page,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaSupportFindDownloadAudits,BZA,bzaSupportFindDownloadAudits,GET,/api/bza/download-audits,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaOperationFindDownloadPolicies,BZA,bzaOperationFindDownloadPolicies,GET,/api/bza/downloads,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaOperationFindMenus,BZA,bzaOperationFindMenus,GET,/api/bza/menus,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaOperationSaveMenu,BZA,bzaOperationSaveMenu,POST,/api/bza/menus,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaOperationFindMenusPage,BZA,bzaOperationFindMenusPage,GET,/api/bza/menus/page,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaOperationDeleteMenu,BZA,bzaOperationDeleteMenu,DELETE,/api/bza/menus/{menuCode},200;401;403;404;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaOperationFindMenuImpact,BZA,bzaOperationFindMenuImpact,GET,/api/bza/menus/{menuCode}/impact,200;401;403;404;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaSupportFindNotifications,BZA,bzaSupportFindNotifications,GET,/api/bza/notifications,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaSupportCreateNotification,BZA,bzaSupportCreateNotification,POST,/api/bza/notifications,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaSupportReadAllNotifications,BZA,bzaSupportReadAllNotifications,POST,/api/bza/notifications/read-all,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaSupportReadNotification,BZA,bzaSupportReadNotification,POST,/api/bza/notifications/{notificationId}/read,200;401;403;404;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaOperationFindPermissions,BZA,bzaOperationFindPermissions,GET,/api/bza/permissions,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaOperationSavePermission,BZA,bzaOperationSavePermission,POST,/api/bza/permissions,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaSupportCompareRolePermissions,BZA,bzaSupportCompareRolePermissions,GET,/api/bza/permissions/compare,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaOperationFindPermissionsPage,BZA,bzaOperationFindPermissionsPage,GET,/api/bza/permissions/page,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaSupportSimulatePermission,BZA,bzaSupportSimulatePermission,POST,/api/bza/permissions/simulate,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaOperationFindRoles,BZA,bzaOperationFindRoles,GET,/api/bza/roles,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaOperationSaveRole,BZA,bzaOperationSaveRole,POST,/api/bza/roles,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
