scenario_id,requirement_id,category,topology,preconditions,steps,failure_injection,expected_result,evidence,status
QA33-SC-0048,QA33-REQ-016,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0049,QA33-REQ-017,SOURCE_CONTRACT,fresh clone / clean worktree,cpf-admin/frontend/package.json;cpf-admin/frontend/package-lock.json와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: 승인 Registry에서 exact lockfile을 재생성하고 clean npm ci를 통과시킨다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0050,QA33-REQ-017,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Frontend Build 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0051,QA33-REQ-017,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0052,QA33-REQ-018,SOURCE_CONTRACT,fresh clone / clean worktree,cpf-biz-admin/frontend/package.json;cpf-biz-admin/frontend/package-lock.json와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: BZA exact lockfile을 재생성하고 clean npm ci를 통과시킨다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0053,QA33-REQ-018,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Frontend Build 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0054,QA33-REQ-018,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0055,QA33-REQ-019,SOURCE_CONTRACT,fresh clone / clean worktree,**/gradle.lockfile;build.gradle와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: 모든 resolvable configuration lock, convergence, published POM, final artifact graph를 대조한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0056,QA33-REQ-019,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Dependency Lock 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0057,QA33-REQ-019,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0058,QA33-REQ-020,SOURCE_CONTRACT,fresh clone / clean worktree,cpf-core/build.gradle와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: Core에는 topology-independent 계약만 남기고 선택 Runtime을 Starter/Adapter Owner로 이관한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0059,QA33-REQ-020,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Architecture Ownership 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0060,QA33-REQ-020,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0061,QA33-REQ-021,SOURCE_CONTRACT,fresh clone / clean worktree,cpf-core/build.gradle;cpf-starters/messaging-kafka/**와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: Kafka를 Product Primary로 단일화하고 AMQP Primary Bean/Consumer/Dependency를 제거한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0062,QA33-REQ-021,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Legacy Removal 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0063,QA33-REQ-021,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0064,QA33-REQ-022,SOURCE_CONTRACT,fresh clone / clean worktree,cpf-common/build.gradle;cpf-starters/cache/**와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: Cache 계약과 Local/Distributed Provider를 분리하고 실제 Consumer를 Starter로 이관한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0065,QA33-REQ-022,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Architecture Ownership 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0066,QA33-REQ-022,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0067,QA33-REQ-023,SOURCE_CONTRACT,fresh clone / clean worktree,cpf-core/build.gradle;cpf-starters/observability/**와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: Core의 OTel Runtime을 제거하고 Observability Starter가 SDK/exporter를 소유한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정상·오류·경계·부분 실패·동시성·복구를 실제 Owner Consumer에서 검증하고 exact SHA Evidence를 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0068,QA33-REQ-023,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Architecture Ownership 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0069,QA33-REQ-023,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
