requirement_id,section,edu_feature_ids,public_contract,reference_source,normal_scenario,error_fault_recovery_scenario,adm_observation_path,runtime_command,coverage_development_status,runtime_verification_status,evidence
OPS-MAINT,Admin/Security/Operations,EDU-018 | EDU-029 | EDU-032,cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**/*.java,cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-admin/src/main/java/**/*.java | cpf-tools/runtime/**/*,EDU-018-SCN-NORMAL | EDU-029-SCN-NORMAL | EDU-032-SCN-NORMAL,EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-032-SCN-ERROR | EDU-032-SCN-UNKNOWN | EDU-032-SCN-RECOVERY,/logs | /dashboard | /topology,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify | pwsh -NoProfile -File ./cpf-tools/scripts/verify-cpf-distributed-runtime.ps1 -Scenario all",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
OPS-CONFIG,Admin/Security/Operations,EDU-018 | EDU-029 | EDU-015 | EDU-027,cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/config/**/*.java | cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**/*.java,cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/config/**/*.java | deploy/**/*,EDU-018-SCN-NORMAL | EDU-029-SCN-NORMAL | EDU-015-SCN-NORMAL | EDU-027-SCN-NORMAL,EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-015-SCN-ERROR | EDU-015-SCN-RECOVERY | EDU-015-SCN-SECURITY | EDU-027-SCN-ERROR | EDU-027-SCN-RECOVERY | EDU-027-SCN-SECURITY,/logs | /dashboard | /configs | /runtimeControl,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.config.*Feature*"" --no-daemon | ./gradlew.bat :cpf-admin:test --tests ""*RuntimeControl*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
OPS-DRIFT,Admin/Security/Operations,EDU-018 | EDU-029 | EDU-015 | EDU-027,cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/config/**/*.java | cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**/*.java,cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/config/**/*.java | deploy/**/*,EDU-018-SCN-NORMAL | EDU-029-SCN-NORMAL | EDU-015-SCN-NORMAL | EDU-027-SCN-NORMAL,EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-015-SCN-ERROR | EDU-015-SCN-RECOVERY | EDU-015-SCN-SECURITY | EDU-027-SCN-ERROR | EDU-027-SCN-RECOVERY | EDU-027-SCN-SECURITY,/logs | /dashboard | /configs | /runtimeControl,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.config.*Feature*"" --no-daemon | ./gradlew.bat :cpf-admin:test --tests ""*RuntimeControl*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
OPS-CAPACITY,Admin/Security/Operations,EDU-018 | EDU-029 | EDU-014,cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/cache/**/*.java,cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-admin/src/main/java/**/*.java | cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmCacheController.java,EDU-018-SCN-NORMAL | EDU-029-SCN-NORMAL | EDU-014-SCN-NORMAL,EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-014-SCN-ERROR | EDU-014-SCN-RECOVERY | EDU-014-SCN-CONCURRENCY,/logs | /dashboard | /cache,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-admin:test --tests ""*Cache*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
OPS-DR,Admin/Security/Operations,EDU-018 | EDU-029 | EDU-032,cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**/*.java,cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-admin/src/main/java/**/*.java | cpf-tools/runtime/**/*,EDU-018-SCN-NORMAL | EDU-029-SCN-NORMAL | EDU-032-SCN-NORMAL,EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-032-SCN-ERROR | EDU-032-SCN-UNKNOWN | EDU-032-SCN-RECOVERY,/logs | /dashboard | /topology,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify | pwsh -NoProfile -File ./cpf-tools/scripts/verify-cpf-distributed-runtime.ps1 -Scenario all",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
DEVEX-QUICK,Generator/EDU/API/Quality/Productization,EDU-002,cpf-common/src/main/java/com/cpf/common/api/**/*.java,cpf-tools/generator/**/*,EDU-002-SCN-NORMAL,EDU-002-SCN-ERROR | EDU-002-SCN-RECOVERY | EDU-002-SCN-CONCURRENCY,/configs,pwsh -NoProfile -File ./cpf-tools/scripts/create-domain.ps1 -DomainName educheck -SystemCode EDC,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
DEVEX-CODEGEN,Generator/EDU/API/Quality/Productization,EDU-002,cpf-common/src/main/java/com/cpf/common/api/**/*.java,cpf-tools/generator/**/*,EDU-002-SCN-NORMAL,EDU-002-SCN-ERROR | EDU-002-SCN-RECOVERY | EDU-002-SCN-CONCURRENCY,/configs,pwsh -NoProfile -File ./cpf-tools/scripts/create-domain.ps1 -DomainName educheck -SystemCode EDC,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
DEVEX-COMMENT,Generator/EDU/API/Quality/Productization,EDU-004,cpf-core/src/main/java/com/cpf/core/api/header/**/*.java,cpf-reference/src/main/java/com/cpf/reference/header/**/*.java,EDU-004-SCN-NORMAL,EDU-004-SCN-ERROR | EDU-004-SCN-RECOVERY | EDU-004-SCN-SECURITY,/responseCodes,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.header.*"" --tests ""com.cpf.reference.failure.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ONBOARD-DOMAIN,Generator/EDU/API/Quality/Productization,EDU-002,cpf-common/src/main/java/com/cpf/common/api/**/*.java,cpf-tools/generator/**/*,EDU-002-SCN-NORMAL,EDU-002-SCN-ERROR | EDU-002-SCN-RECOVERY | EDU-002-SCN-CONCURRENCY,/configs,pwsh -NoProfile -File ./cpf-tools/scripts/create-domain.ps1 -DomainName educheck -SystemCode EDC,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SAMPLE-ACC,Generator/EDU/API/Quality/Productization,EDU-002 | EDU-003 | EDU-019,cpf-common/src/main/java/com/cpf/common/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/transaction/**/*.java,cpf-tools/generator/**/* | cpf-reference/src/main/java/com/cpf/reference/transaction/**/*.java | cpf-tools/db/vendor/oracle/**/*,EDU-002-SCN-NORMAL | EDU-003-SCN-NORMAL | EDU-019-SCN-NORMAL,EDU-002-SCN-ERROR | EDU-002-SCN-RECOVERY | EDU-002-SCN-CONCURRENCY | EDU-003-SCN-ERROR | EDU-003-SCN-RECOVERY | EDU-003-SCN-CONCURRENCY | EDU-019-SCN-ERROR | EDU-019-SCN-RECOVERY | EDU-019-SCN-CONCURRENCY,/configs | /transactionGroups,"pwsh -NoProfile -File ./cpf-tools/scripts/create-domain.ps1 -DomainName educheck -SystemCode EDC | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.transaction.*"" --no-daemon | python ./cpf-tools/scripts/verify-cpf-db-lifecycle-contract.py --root . --release",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SAMPLE-MBR,Generator/EDU/API/Quality/Productization,EDU-002 | EDU-003 | EDU-019,cpf-common/src/main/java/com/cpf/common/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/transaction/**/*.java,cpf-tools/generator/**/* | cpf-reference/src/main/java/com/cpf/reference/transaction/**/*.java | cpf-tools/db/vendor/oracle/**/*,EDU-002-SCN-NORMAL | EDU-003-SCN-NORMAL | EDU-019-SCN-NORMAL,EDU-002-SCN-ERROR | EDU-002-SCN-RECOVERY | EDU-002-SCN-CONCURRENCY | EDU-003-SCN-ERROR | EDU-003-SCN-RECOVERY | EDU-003-SCN-CONCURRENCY | EDU-019-SCN-ERROR | EDU-019-SCN-RECOVERY | EDU-019-SCN-CONCURRENCY,/configs | /transactionGroups,"pwsh -NoProfile -File ./cpf-tools/scripts/create-domain.ps1 -DomainName educheck -SystemCode EDC | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.transaction.*"" --no-daemon | python ./cpf-tools/scripts/verify-cpf-db-lifecycle-contract.py --root . --release",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SAMPLE-REF,Generator/EDU/API/Quality/Productization,EDU-003 | EDU-004 | EDU-029,cpf-core/src/main/java/com/cpf/core/api/transaction/**/*.java | cpf-core/src/main/java/com/cpf/core/api/header/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-reference/src/main/java/com/cpf/reference/transaction/**/*.java | cpf-reference/src/main/java/com/cpf/reference/header/**/*.java | cpf-admin/src/main/java/**/*.java,EDU-003-SCN-NORMAL | EDU-004-SCN-NORMAL | EDU-029-SCN-NORMAL,EDU-003-SCN-ERROR | EDU-003-SCN-RECOVERY | EDU-003-SCN-CONCURRENCY | EDU-004-SCN-ERROR | EDU-004-SCN-RECOVERY | EDU-004-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY,/transactionGroups | /responseCodes | /dashboard,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.transaction.*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.header.*"" --tests ""com.cpf.reference.failure.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SAMPLE-BIZADM,Generator/EDU/API/Quality/Productization,EDU-030,cpf-common/src/main/java/com/cpf/common/api/**/*.java,cpf-biz-admin/src/main/java/**/*.java,EDU-030-SCN-NORMAL,EDU-030-SCN-ERROR | EDU-030-SCN-RECOVERY | EDU-030-SCN-SECURITY,/approvals,npm --prefix ./cpf-biz-admin/frontend run verify,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SAMPLE-EDU,Generator/EDU/API/Quality/Productization,EDU-001 | EDU-002 | EDU-003 | EDU-004 | EDU-005 | EDU-006 | EDU-007 | EDU-008 | EDU-009 | EDU-010 | EDU-011 | EDU-012 | EDU-013 | EDU-014 | EDU-015 | EDU-016 | EDU-017 | EDU-018 | EDU-019 | EDU-020 | EDU-021 | EDU-022 | EDU-023 | EDU-024 | EDU-025 | EDU-026 | EDU-027 | EDU-028 | EDU-029 | EDU-030 | EDU-031 | EDU-032,build.gradle | cpf-common/src/main/java/com/cpf/common/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/transaction/**/*.java | cpf-core/src/main/java/com/cpf/core/api/header/**/*.java | cpf-core/src/main/java/com/cpf/core/api/servicecall/**/*.java | cpf-core/src/main/java/com/cpf/core/api/idempotency/**/*.java | cpf-core/src/main/java/com/cpf/core/api/concurrency/**/*.java | cpf-core/src/main/java/com/cpf/core/api/recovery/**/*.java | cpf-core/src/main/java/com/cpf/core/api/messaging/**/*.java | cpf-core/src/main/java/com/cpf/core/api/external/**/*.java | cpf-core/src/main/java/com/cpf/core/api/message/**/*.java | cpf-core/src/main/java/com/cpf/core/api/file/**/*.java | cpf-core/src/main/java/com/cpf/core/api/cache/**/*.java | cpf-core/src/main/java/com/cpf/core/api/config/**/*.java | cpf-core/src/main/java/com/cpf/core/api/security/**/*.java | cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java | cpf-batch/contract/src/main/java/**/*.java | cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**/*.java | cpf-core/src/main/java/com/cpf/core/api/gateway/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java,build.gradle | cpf-tools/generator/**/* | cpf-reference/src/main/java/com/cpf/reference/transaction/**/*.java | cpf-reference/src/main/java/com/cpf/reference/header/**/*.java | cpf-reference/src/main/java/com/cpf/reference/servicecall/**/*.java | cpf-reference/src/main/java/com/cpf/reference/idempotency/**/*.java | cpf-reference/src/main/java/com/cpf/reference/crud/**/*.java | cpf-reference/src/main/java/com/cpf/reference/failure/**/*.java | cpf-reference/src/main/java/com/cpf/reference/messaging/**/*.java | cpf-reference/src/main/java/com/cpf/reference/external/**/*.java | cpf-reference/src/main/java/com/cpf/reference/telegram/**/*.java | cpf-reference/src/main/java/com/cpf/reference/filetransfer/**/*.java | cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmCacheController.java | cpf-reference/src/main/java/com/cpf/reference/config/**/*.java | cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmSecretController.java | cpf-reference/src/main/java/com/cpf/reference/security/**/*.java | cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-tools/db/vendor/oracle/**/* | cpf-tools/db/vendor/*/migration/**/* | cpf-reference/src/main/java/com/cpf/reference/batch/**/*.java | cpf-batch/scheduler/**/*.java | cpf-batch/worker/**/*.java | cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java | cpf-batch/host-agent/src/main/java/**/*.java | deploy/**/* | cpf-gateway/src/main/java/**/*.java | cpf-admin/src/main/java/**/*.java | cpf-biz-admin/src/main/java/**/*.java | cpf-tools/supply-chain/**/* | cpf-tools/runtime/**/*,EDU-001-SCN-NORMAL | EDU-002-SCN-NORMAL | EDU-003-SCN-NORMAL | EDU-004-SCN-NORMAL | EDU-005-SCN-NORMAL | EDU-006-SCN-NORMAL | EDU-007-SCN-NORMAL | EDU-008-SCN-NORMAL | EDU-009-SCN-NORMAL | EDU-010-SCN-NORMAL | EDU-011-SCN-NORMAL | EDU-012-SCN-NORMAL | EDU-013-SCN-NORMAL | EDU-014-SCN-NORMAL | EDU-015-SCN-NORMAL | EDU-016-SCN-NORMAL | EDU-017-SCN-NORMAL | EDU-018-SCN-NORMAL | EDU-019-SCN-NORMAL | EDU-020-SCN-NORMAL | EDU-021-SCN-NORMAL | EDU-022-SCN-NORMAL | EDU-023-SCN-NORMAL | EDU-024-SCN-NORMAL | EDU-025-SCN-NORMAL | EDU-026-SCN-NORMAL | EDU-027-SCN-NORMAL | EDU-028-SCN-NORMAL | EDU-029-SCN-NORMAL | EDU-030-SCN-NORMAL | EDU-031-SCN-NORMAL | EDU-032-SCN-NORMAL,EDU-001-SCN-ERROR | EDU-001-SCN-RECOVERY | EDU-001-SCN-SECURITY | EDU-002-SCN-ERROR | EDU-002-SCN-RECOVERY | EDU-002-SCN-CONCURRENCY | EDU-003-SCN-ERROR | EDU-003-SCN-RECOVERY | EDU-003-SCN-CONCURRENCY | EDU-004-SCN-ERROR | EDU-004-SCN-RECOVERY | EDU-004-SCN-SECURITY | EDU-005-SCN-ERROR | EDU-005-SCN-RECOVERY | EDU-005-SCN-CONCURRENCY | EDU-006-SCN-ERROR | EDU-006-SCN-RECOVERY | EDU-006-SCN-CONCURRENCY | EDU-007-SCN-ERROR | EDU-007-SCN-RECOVERY | EDU-007-SCN-CONCURRENCY | EDU-008-SCN-ERROR | EDU-008-SCN-UNKNOWN | EDU-008-SCN-RECOVERY | EDU-009-SCN-ERROR | EDU-009-SCN-RECOVERY | EDU-009-SCN-CONCURRENCY | EDU-010-SCN-ERROR | EDU-010-SCN-RECOVERY | EDU-010-SCN-CONCURRENCY | EDU-011-SCN-ERROR | EDU-011-SCN-RECOVERY | EDU-011-SCN-SECURITY | EDU-012-SCN-ERROR | EDU-012-SCN-RECOVERY | EDU-012-SCN-SECURITY | EDU-013-SCN-ERROR | EDU-013-SCN-RECOVERY | EDU-013-SCN-SECURITY | EDU-014-SCN-ERROR | EDU-014-SCN-RECOVERY | EDU-014-SCN-CONCURRENCY | EDU-015-SCN-ERROR | EDU-015-SCN-RECOVERY | EDU-015-SCN-SECURITY | EDU-016-SCN-ERROR | EDU-016-SCN-RECOVERY | EDU-016-SCN-SECURITY | EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY | EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-019-SCN-ERROR | EDU-019-SCN-RECOVERY | EDU-019-SCN-CONCURRENCY | EDU-020-SCN-ERROR | EDU-020-SCN-RECOVERY | EDU-020-SCN-CONCURRENCY | EDU-021-SCN-ERROR | EDU-021-SCN-RECOVERY | EDU-021-SCN-CONCURRENCY | EDU-022-SCN-ERROR | EDU-022-SCN-RECOVERY | EDU-022-SCN-CONCURRENCY | EDU-023-SCN-ERROR | EDU-023-SCN-RECOVERY | EDU-023-SCN-CONCURRENCY | EDU-024-SCN-ERROR | EDU-024-SCN-RECOVERY | EDU-024-SCN-CONCURRENCY | EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY | EDU-026-SCN-ERROR | EDU-026-SCN-RECOVERY | EDU-026-SCN-SECURITY | EDU-027-SCN-ERROR | EDU-027-SCN-RECOVERY | EDU-027-SCN-SECURITY | EDU-028-SCN-ERROR | EDU-028-SCN-RECOVERY | EDU-028-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-030-SCN-ERROR | EDU-030-SCN-RECOVERY | EDU-030-SCN-SECURITY | EDU-031-SCN-ERROR | EDU-031-SCN-RECOVERY | EDU-031-SCN-SECURITY | EDU-032-SCN-ERROR | EDU-032-SCN-UNKNOWN | EDU-032-SCN-RECOVERY,/runtimeControl | /configs | /transactionGroups | /responseCodes | /serviceRegistry | /recoveryCenter | /capacity | /gateway-health | /messages | /fileJobs | /cache | /secrets | /security | /logs | /batchExecutions | /batchScheduler | /batchWorkerPools | /centerCut | /batchAgents | /gateway-dashboard | /dashboard | /approvals | /topology,"./gradlew.bat clean test assemble publishToMavenLocal --no-daemon --stacktrace | pwsh -NoProfile -File ./cpf-tools/scripts/create-domain.ps1 -DomainName educheck -SystemCode EDC | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.transaction.*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.header.*"" --tests ""com.cpf.reference.failure.*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.servicecall.*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.idempotency.*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.crud.*Concurrency*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""*UnknownResult*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.messaging.*Outbox*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""*Kafka*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.external.*Rest*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.telegram.*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.filetransfer.*"" --tests ""com.cpf.reference.archive.*"" --no-daemon | ./gradlew.bat :cpf-admin:test --tests ""*Cache*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.config.*Feature*"" --no-daemon | ./gradlew.bat :cpf-admin:test --tests ""*Secret*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | python ./cpf-tools/scripts/verify-cpf-db-lifecycle-contract.py --root . --release | pwsh -NoProfile -File ./cpf-tools/scripts/check-canonical-db-lifecycle-contract.ps1 | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Tasklet*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Chunk*"" --no-daemon | ./gradlew.bat :cpf-batch:scheduler:test --no-daemon | ./gradlew.bat :cpf-batch:worker:test --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon | ./gradlew.bat :cpf-batch:host-agent:test --no-daemon | ./gradlew.bat :cpf-admin:test --tests ""*RuntimeControl*"" --no-daemon | ./gradlew.bat :cpf-gateway:test --no-daemon | npm --prefix ./cpf-admin/frontend run verify | npm --prefix ./cpf-biz-admin/frontend run verify | python ./cpf-tools/scripts/verify-cpf-supply-chain.py --root . --release | pwsh -NoProfile -File ./cpf-tools/scripts/verify-cpf-distributed-runtime.ps1 -Scenario all",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
API-CONTRACT,Generator/EDU/API/Quality/Productization,EDU-004 | EDU-029,cpf-core/src/main/java/com/cpf/core/api/header/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-reference/src/main/java/com/cpf/reference/header/**/*.java | cpf-admin/src/main/java/**/*.java,EDU-004-SCN-NORMAL | EDU-029-SCN-NORMAL,EDU-004-SCN-ERROR | EDU-004-SCN-RECOVERY | EDU-004-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY,/responseCodes | /dashboard,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.header.*"" --tests ""com.cpf.reference.failure.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
API-PAGING,Generator/EDU/API/Quality/Productization,EDU-004 | EDU-029 | EDU-007,cpf-core/src/main/java/com/cpf/core/api/header/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/concurrency/**/*.java,cpf-reference/src/main/java/com/cpf/reference/header/**/*.java | cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/crud/**/*.java,EDU-004-SCN-NORMAL | EDU-029-SCN-NORMAL | EDU-007-SCN-NORMAL,EDU-004-SCN-ERROR | EDU-004-SCN-RECOVERY | EDU-004-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-007-SCN-ERROR | EDU-007-SCN-RECOVERY | EDU-007-SCN-CONCURRENCY,/responseCodes | /dashboard | /recoveryCenter,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.header.*"" --tests ""com.cpf.reference.failure.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.crud.*Concurrency*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
API-ASYNC,Generator/EDU/API/Quality/Productization,EDU-004 | EDU-029 | EDU-008 | EDU-009,cpf-core/src/main/java/com/cpf/core/api/header/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/recovery/**/*.java | cpf-core/src/main/java/com/cpf/core/api/messaging/**/*.java,cpf-reference/src/main/java/com/cpf/reference/header/**/*.java | cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/failure/**/*.java | cpf-reference/src/main/java/com/cpf/reference/messaging/**/*.java,EDU-004-SCN-NORMAL | EDU-029-SCN-NORMAL | EDU-008-SCN-NORMAL | EDU-009-SCN-NORMAL,EDU-004-SCN-ERROR | EDU-004-SCN-RECOVERY | EDU-004-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-008-SCN-ERROR | EDU-008-SCN-UNKNOWN | EDU-008-SCN-RECOVERY | EDU-009-SCN-ERROR | EDU-009-SCN-RECOVERY | EDU-009-SCN-CONCURRENCY,/responseCodes | /dashboard | /recoveryCenter,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.header.*"" --tests ""com.cpf.reference.failure.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""*UnknownResult*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.messaging.*Outbox*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
