domain,feature,requirement_start,requirement_end,requirement_count,scenario_count,public_contract,implementation_provider,actual_consumer,related_tests,runtime_or_alternative_evidence,finding_ids,qa_direct_patch,group_result,review_note
Masking,Log Redaction,CPF-FR-013021,CPF-FR-013028,8,15,cpf-core/src/main/java/com/cpf/core/api/security/CpfMasking.java; CpfSensitiveData.java,cpf-core/src/main/java/com/cpf/core/common/logging/SensitiveDataMasker.java; ADM security/download/log consumers,LoggingAspect; log export; evidence sanitization; admin detail/download consumers,masking-policy-runtime-harness.log; masking-truncate-before-after-harness.log; masking-bearer-before-after-harness.log,Raw View Approval·Browser zeroization·policy CAS/distribution/actual browser E2E 미검증,QA12F-MASK-001;QA12F-MASK-002,예,미통과,Log Redaction의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Masking,Trace Redaction,CPF-FR-013029,CPF-FR-013036,8,15,cpf-core/src/main/java/com/cpf/core/api/security/CpfMasking.java; CpfSensitiveData.java,cpf-core/src/main/java/com/cpf/core/common/logging/SensitiveDataMasker.java; ADM security/download/log consumers,LoggingAspect; log export; evidence sanitization; admin detail/download consumers,masking-policy-runtime-harness.log; masking-truncate-before-after-harness.log; masking-bearer-before-after-harness.log,Raw View Approval·Browser zeroization·policy CAS/distribution/actual browser E2E 미검증,QA12F-MASK-001;QA12F-MASK-002,예,미통과,Trace Redaction의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Masking,Download Masking,CPF-FR-013037,CPF-FR-013044,8,15,cpf-core/src/main/java/com/cpf/core/api/security/CpfMasking.java; CpfSensitiveData.java,cpf-core/src/main/java/com/cpf/core/common/logging/SensitiveDataMasker.java; ADM security/download/log consumers,LoggingAspect; log export; evidence sanitization; admin detail/download consumers,masking-policy-runtime-harness.log; masking-truncate-before-after-harness.log; masking-bearer-before-after-harness.log,Raw View Approval·Browser zeroization·policy CAS/distribution/actual browser E2E 미검증,,아니오,미검증,Download Masking의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Masking,Evidence Sanitization,CPF-FR-013045,CPF-FR-013052,8,15,cpf-core/src/main/java/com/cpf/core/api/security/CpfMasking.java; CpfSensitiveData.java,cpf-core/src/main/java/com/cpf/core/common/logging/SensitiveDataMasker.java; ADM security/download/log consumers,LoggingAspect; log export; evidence sanitization; admin detail/download consumers,masking-policy-runtime-harness.log; masking-truncate-before-after-harness.log; masking-bearer-before-after-harness.log,Raw View Approval·Browser zeroization·policy CAS/distribution/actual browser E2E 미검증,QA12F-MASK-001;QA12F-MASK-002,예,미통과,Evidence Sanitization의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Masking,Browser Zeroization,CPF-FR-013053,CPF-FR-013060,8,15,cpf-core/src/main/java/com/cpf/core/api/security/CpfMasking.java; CpfSensitiveData.java,cpf-core/src/main/java/com/cpf/core/common/logging/SensitiveDataMasker.java; ADM security/download/log consumers,LoggingAspect; log export; evidence sanitization; admin detail/download consumers,masking-policy-runtime-harness.log; masking-truncate-before-after-harness.log; masking-bearer-before-after-harness.log,Raw View Approval·Browser zeroization·policy CAS/distribution/actual browser E2E 미검증,QA12F-MASK-004,아니오,미통과,Browser Zeroization의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Masking,Masking Policy Version,CPF-FR-013061,CPF-FR-013068,8,15,cpf-core/src/main/java/com/cpf/core/api/security/CpfMasking.java; CpfSensitiveData.java,cpf-core/src/main/java/com/cpf/core/common/logging/SensitiveDataMasker.java; ADM security/download/log consumers,LoggingAspect; log export; evidence sanitization; admin detail/download consumers,masking-policy-runtime-harness.log; masking-truncate-before-after-harness.log; masking-bearer-before-after-harness.log,Raw View Approval·Browser zeroization·policy CAS/distribution/actual browser E2E 미검증,QA12F-MASK-003,아니오,미통과,Masking Policy Version의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Path Alias,CPF-FR-013069,CPF-FR-013076,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",,아니오,미검증,Path Alias의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Canonical Path,CPF-FR-013077,CPF-FR-013084,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",,아니오,미검증,Canonical Path의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Root Boundary,CPF-FR-013085,CPF-FR-013092,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",,아니오,미검증,Root Boundary의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Symlink Guard,CPF-FR-013093,CPF-FR-013100,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",,아니오,미검증,Symlink Guard의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Hardlink / Device Guard,CPF-FR-013101,CPF-FR-013108,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",,아니오,미검증,Hardlink / Device Guard의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Bounded Upload,CPF-FR-013109,CPF-FR-013116,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",,아니오,미검증,Bounded Upload의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Bounded Download,CPF-FR-013117,CPF-FR-013124,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",,아니오,미검증,Bounded Download의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Checksum,CPF-FR-013125,CPF-FR-013132,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",,아니오,미검증,Checksum의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Temporary File,CPF-FR-013133,CPF-FR-013140,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",,아니오,미검증,Temporary File의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,fsync,CPF-FR-013141,CPF-FR-013148,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",QA12F-FILE-001,아니오,미통과,fsync의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Atomic Publish,CPF-FR-013149,CPF-FR-013156,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",QA12F-FILE-001,아니오,미통과,Atomic Publish의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Resume,CPF-FR-013157,CPF-FR-013164,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",QA12F-FILE-002,아니오,미검증,Resume의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Range Download,CPF-FR-013165,CPF-FR-013172,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",QA12F-FILE-002,아니오,미검증,Range Download의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Cancellation,CPF-FR-013173,CPF-FR-013180,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",QA12F-FILE-002,아니오,미검증,Cancellation의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
File Contract,Disk Full Handling,CPF-FR-013181,CPF-FR-013188,8,15,cpf-core/src/main/java/com/cpf/core/api/archive/*; api/attachment/*; api/filetransfer/*,cpf-starters/file/archive/.../LocalCpfArchiveService.java; cpf-starters/file/sftp/.../CpfFileTransferEngine.java; LocalCpfFileTransferAdapter.java,archive/attachment/SFTP gateway and admin/file consumers,CpfArchiveServiceTest; LocalCpfArchiveServiceStreamingTest; SFTP/local adapter tests (source inspected),"fsync, atomic-move unsupported fallback, real SFTP resume/range/cancel, disk-full/process-kill runtime 미검증",QA12F-FILE-002,아니오,미검증,Disk Full Handling의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
