execution_order,requirement_id,work_package_id,requirement_group,feature,function_type,qa_status,owner_module,owner_package,actual_consumer,qa_reason,required_action,evidence,baseline_sha
09-00017487,CPF-FR-017487,P09-ADM-UI-GATEWAY,ADM_UI,Gateway Overview,DETAIL,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,group/binding/apply/test 상세는 있으나 History·Audit Link와 operation timeline이 일관되게 연결되지 않는다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017488,CPF-FR-017488,P09-ADM-UI-GATEWAY,ADM_UI,Gateway Overview,STATE_UX,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,PARTIAL·STALE·UNKNOWN·last refreshed는 표현하지만 각 목록의 Empty와 error recovery action이 일관되지 않다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017489,CPF-FR-017489,P09-ADM-UI-GATEWAY,ADM_UI,Gateway Overview,PERMISSION,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,화면 mutation button에 action permission gating이 없고 Backend는 operator identity·approval boundary만 확인한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017490,CPF-FR-017490,P09-ADM-UI-GATEWAY,ADM_UI,Gateway Overview,MASKING,미검증,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,설정·trace·log policy 화면의 민감 필드 분류와 Browser zeroization을 현재 정적검수만으로 입증하지 못했다.,exact SHA runtime/browser/DB 직접 또는 동등 대체검증,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017491,CPF-FR-017491,P09-ADM-UI-GATEWAY,ADM_UI,Gateway Overview,AUDIT_HISTORY,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,Backend audit record는 있으나 UI에서 actor·reason·before/after·result Audit Link Drill-down이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017492,CPF-FR-017492,P09-ADM-UI-GATEWAY,ADM_UI,Gateway Overview,DEEP_LINK,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,tab view는 query로 복원하지만 선택 binding/group/operation ID와 상세 상태는 deep link로 복원되지 않는다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017493,CPF-FR-017493,P09-ADM-UI-GATEWAY,ADM_UI,Gateway Overview,ACCESSIBILITY,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,여러 table row가 click 전용이고 keyboard activation·focus management가 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017494,CPF-FR-017494,P09-ADM-UI-GATEWAY,ADM_UI,Gateway Overview,PERFORMANCE,미검증,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,SSE+15초 poll과 limit 상한은 있으나 대량 목록·network cancellation·browser 성능 evidence가 없다.,exact SHA runtime/browser/DB 직접 또는 동등 대체검증,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017495,CPF-FR-017495,P09-ADM-UI-GATEWAY,ADM_UI,Gateway Overview,API_PARITY,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,OpenAPI Generated Client가 존재하지만 Workbench는 raw admQuery/admMutation URL을 직접 사용한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017496,CPF-FR-017496,P09-ADM-UI-GATEWAY,ADM_UI,Gateway Overview,DB_PARITY,미검증,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,Port/Remote adapter 계약은 확인했지만 Owner DB 3 Vendor schema·migration·rollback runtime parity를 확인하지 못했다.,exact SHA runtime/browser/DB 직접 또는 동등 대체검증,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017497,CPF-FR-017497,P09-ADM-UI-GATEWAY,ADM_UI,Gateway Overview,EVIDENCE,미검증,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,exact SHA Browser trace·network·a11y·bundle hash와 실제 Gateway provider runtime evidence를 실행하지 못했다.,exact SHA runtime/browser/DB 직접 또는 동등 대체검증,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017499,CPF-FR-017499,P09-ADM-UI-GATEWAY,ADM_UI,Gateway Overview,KPI_DRILLDOWN,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,KPI 카드에서 해당 filtered list/timeline으로 직접 drill-down하는 action이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017503,CPF-FR-017503,P09-ADM-UI-GATEWAY,ADM_UI,Route 목록,QUERY_INPUT,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,environment/service/route free-text와 limit만 제공하고 상태·대상 Select 및 ID 암기 제거를 충족하지 못한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017504,CPF-FR-017504,P09-ADM-UI-GATEWAY,ADM_UI,Route 목록,SERVER_PAGING,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,server API와 화면이 limit 100/200만 사용하며 cursor/page·stable sort·filter allowlist가 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017505,CPF-FR-017505,P09-ADM-UI-GATEWAY,ADM_UI,Route 목록,LIST_COLUMNS,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,고정 Column·status·version은 있으나 owner·last updated 기준이 빠져 있다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017506,CPF-FR-017506,P09-ADM-UI-GATEWAY,ADM_UI,Route 목록,DETAIL,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,group/binding/apply/test 상세는 있으나 History·Audit Link와 operation timeline이 일관되게 연결되지 않는다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017507,CPF-FR-017507,P09-ADM-UI-GATEWAY,ADM_UI,Route 목록,STATE_UX,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,PARTIAL·STALE·UNKNOWN·last refreshed는 표현하지만 각 목록의 Empty와 error recovery action이 일관되지 않다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017508,CPF-FR-017508,P09-ADM-UI-GATEWAY,ADM_UI,Route 목록,PERMISSION,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,화면 mutation button에 action permission gating이 없고 Backend는 operator identity·approval boundary만 확인한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017509,CPF-FR-017509,P09-ADM-UI-GATEWAY,ADM_UI,Route 목록,MASKING,미검증,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,설정·trace·log policy 화면의 민감 필드 분류와 Browser zeroization을 현재 정적검수만으로 입증하지 못했다.,exact SHA runtime/browser/DB 직접 또는 동등 대체검증,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017510,CPF-FR-017510,P09-ADM-UI-GATEWAY,ADM_UI,Route 목록,AUDIT_HISTORY,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,Backend audit record는 있으나 UI에서 actor·reason·before/after·result Audit Link Drill-down이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
09-00017511,CPF-FR-017511,P09-ADM-UI-GATEWAY,ADM_UI,Route 목록,DEEP_LINK,미통과,cpf-admin,com.cpf.admin,플랫폼 운영자·보안관리자·감사자,tab view는 query로 복원하지만 선택 binding/group/operation ID와 상세 상태는 deep link로 복원되지 않는다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue|cpf-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/AdmGatewayOperationsStreamController.java|cpf-admin/src/main/java/com/cpf/admin/opr/gateway/RemoteCpfGatewayRegistryAdapter.java|cpf-admin/src/test/java/com/cpf/admin/opr/gateway/AdmGatewayRegistryControllerApprovalBoundaryTest.java,f97655c1299936a1101bc3ec10239265ec3b502e
