execution_order,requirement_id,phase_id,phase_name,work_package_id,priority,owner_module,requirement_group,capability,feature,function_type,predecessor_phase_ids,prerequisite_requirement_ids,blocking_phase_gate_id,parallel_execution_rule,change_freeze_rule,development_status,verification_status
00-00010130,CPF-FR-010130,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,Public API,PUBLIC_API,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010131,CPF-FR-010131,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,고객 확장 SPI,EXTENSION_SPI,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010132,CPF-FR-010132,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,Internal 구현,INTERNAL_IMPL,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010133,CPF-FR-010133,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,입력 계약,INPUT,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010134,CPF-FR-010134,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,출력 계약,OUTPUT,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010135,CPF-FR-010135,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,설정 계약,CONFIG,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010136,CPF-FR-010136,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,검증,VALIDATION,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010138,CPF-FR-010138,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,상태 전이,TRANSITION,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010139,CPF-FR-010139,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,명령 실행,COMMAND,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010140,CPF-FR-010140,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,조회·검색,QUERY,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010141,CPF-FR-010141,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,멱등성,IDEMPOTENCY,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010142,CPF-FR-010142,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,동시성,CONCURRENCY,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010143,CPF-FR-010143,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,Timeout Budget,DEADLINE,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010144,CPF-FR-010144,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,재시도,RETRY,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010145,CPF-FR-010145,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,Circuit·Bulkhead,CIRCUIT,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010146,CPF-FR-010146,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,결과 불명,UNKNOWN,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010147,CPF-FR-010147,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,대사,RECONCILE,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010148,CPF-FR-010148,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,복구,RECOVERY,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010149,CPF-FR-010149,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,보상,COMPENSATION,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010150,CPF-FR-010150,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,Rollback·Forward Recovery,ROLLBACK,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010151,CPF-FR-010151,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,다중 인스턴스,MULTI_INSTANCE,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010152,CPF-FR-010152,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,Local/Remote 동등성,LOCAL_REMOTE,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010153,CPF-FR-010153,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,혼합 버전 호환,MIXED_VERSION,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010154,CPF-FR-010154,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,인증,AUTHN,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010155,CPF-FR-010155,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,권한,AUTHZ,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010156,CPF-FR-010156,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,Data Scope,DATA_SCOPE,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010157,CPF-FR-010157,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,Masking·Privacy,MASKING,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010158,CPF-FR-010158,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,사유,REASON,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010159,CPF-FR-010159,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,승인,APPROVAL,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010160,CPF-FR-010160,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,감사,AUDIT,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010161,CPF-FR-010161,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,Log,LOG,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010162,CPF-FR-010162,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,Metric,METRIC,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010164,CPF-FR-010164,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,Health·Readiness,HEALTH,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010165,CPF-FR-010165,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,Alert·Runbook,ALERT_RUNBOOK,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010167,CPF-FR-010167,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,DB Ownership,DB_OWNER,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010168,CPF-FR-010168,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,DB Schema,DB_SCHEMA,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
00-00010169,CPF-FR-010169,P00,정본·안전·상태 초기화,P00-GOV-REQ-REVIEW,P0,requirement governance,GOV,REQ-REVIEW,Runtime Query,DB_QUERY,,,CPF-GATE-00,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
