logical_order,requirement_id,function_point_id,development_status,verification_status,development_result,evidence_path,next_action
67,CPF-FR-001226,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_lock_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_lock_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
68,CPF-FR-001227,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_lock_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_lock_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
69,CPF-FR-001228,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_lock_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_lock_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
70,CPF-FR-001229,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_lock_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_lock_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
71,CPF-FR-001230,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_lock_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_lock_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
72,CPF-FR-001231,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
73,CPF-FR-001232,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
74,CPF-FR-001233,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
75,CPF-FR-001234,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
76,CPF-FR-001235,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
77,CPF-FR-001236,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
78,CPF-FR-001237,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
79,CPF-FR-001238,FP-6B-LOCK,해당 없음,검증 완료,해당 없음·근거 기록 완료,,추가 조치 없음; QA가 해당 없음 근거를 검수
80,CPF-FR-001239,FP-6B-LOCK,해당 없음,검증 완료,해당 없음·근거 기록 완료,,추가 조치 없음; QA가 해당 없음 근거를 검수
81,CPF-FR-001240,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
82,CPF-FR-001241,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
83,CPF-FR-001242,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
84,CPF-FR-001243,FP-6B-LOCK,해당 없음,검증 완료,해당 없음·근거 기록 완료,,추가 조치 없음; QA가 해당 없음 근거를 검수
85,CPF-FR-001244,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
86,CPF-FR-001245,FP-6B-LOCK,완료,부분 검증,6B 제품 Source 구현 완료·정적/대체 검증 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_process_run.log,Java 25 전체 Gradle 및 실제 외부 Runtime에서 Source 대체검증 Acceptance 재실행
87,CPF-FR-001246,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
88,CPF-FR-001247,FP-6B-LOCK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,,DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
89,CPF-FR-001248,FP-6B-LOCK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
90,CPF-FR-001249,FP-6B-LOCK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,,DEVGPT-6A 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
91,CPF-FR-001250,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
92,CPF-FR-001251,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
93,CPF-FR-001252,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
94,CPF-FR-001253,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
95,CPF-FR-001254,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
96,CPF-FR-001255,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
97,CPF-FR-001256,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
98,CPF-FR-001257,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_lock_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
99,CPF-FR-001258,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
100,CPF-FR-001259,FP-6B-LOCK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
101,CPF-FR-001260,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
102,CPF-FR-001261,FP-6B-LOCK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,DEVGPT-6E 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
103,CPF-FR-001262,FP-6B-LOCK,미완료,부분 검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6E가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
104,CPF-FR-001263,FP-6B-LOCK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,DEVGPT-6E 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
105,CPF-FR-001264,FP-6B-LOCK,미완료,부분 검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6E가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
106,CPF-FR-001265,FP-6B-LOCK,미완료,부분 검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6E가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
107,CPF-FR-001266,FP-6B-LOCK,미완료,부분 검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6E가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
108,CPF-FR-001267,FP-6B-LOCK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
109,CPF-FR-001268,FP-6B-LOCK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
110,CPF-FR-001269,FP-6B-LOCK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
111,CPF-FR-001270,FP-6B-LOCK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
112,CPF-FR-001271,FP-6B-LOCK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
113,CPF-FR-001272,FP-6B-LOCK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
114,CPF-FR-001273,FP-6B-LOCK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
115,CPF-FR-001274,FP-6B-LOCK,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
116,CPF-FR-001275,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_lock_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_lock_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
117,CPF-FR-001276,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_lock_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_lock_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
118,CPF-FR-001277,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_lock_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_lock_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
119,CPF-FR-001278,FP-6B-LOCK,완료,부분 검증,6B 제품 Source 구현 완료·정적/대체 검증 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_lock_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_lock_run.log,Java 25 전체 Gradle 및 실제 외부 Runtime에서 Source 대체검증 Acceptance 재실행
