function_point_id,requirement_id,feature,function_type,acceptance_criteria
GWY-ROUTING,CPF-FR-003241,출력 계약,OUTPUT,Gateway 운영자·개발자가 실제 제품 경로에서 출력 계약 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003242,설정 계약,CONFIG,Gateway 운영자·개발자가 실제 제품 경로에서 설정 계약 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003243,검증,VALIDATION,Gateway 운영자·개발자가 실제 제품 경로에서 검증 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003244,상태 Catalog,STATE,Gateway 운영자·개발자가 실제 제품 경로에서 상태 Catalog 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003245,상태 전이,TRANSITION,Gateway 운영자·개발자가 실제 제품 경로에서 상태 전이 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003246,명령 실행,COMMAND,Gateway 운영자·개발자가 실제 제품 경로에서 명령 실행 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003247,조회·검색,QUERY,Gateway 운영자·개발자가 실제 제품 경로에서 조회·검색 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003248,멱등성,IDEMPOTENCY,Gateway 운영자·개발자가 실제 제품 경로에서 멱등성 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003249,동시성,CONCURRENCY,Gateway 운영자·개발자가 실제 제품 경로에서 동시성 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003250,Timeout Budget,DEADLINE,Gateway 운영자·개발자가 실제 제품 경로에서 Timeout Budget 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003251,재시도,RETRY,Gateway 운영자·개발자가 실제 제품 경로에서 재시도 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003252,Circuit·Bulkhead,CIRCUIT,Gateway 운영자·개발자가 실제 제품 경로에서 Circuit·Bulkhead 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003253,결과 불명,UNKNOWN,Gateway 운영자·개발자가 실제 제품 경로에서 결과 불명 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003254,대사,RECONCILE,Gateway 운영자·개발자가 실제 제품 경로에서 대사 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003255,복구,RECOVERY,Gateway 운영자·개발자가 실제 제품 경로에서 복구 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003256,보상,COMPENSATION,Gateway 운영자·개발자가 실제 제품 경로에서 보상 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003257,Rollback·Forward Recovery,ROLLBACK,Gateway 운영자·개발자가 실제 제품 경로에서 Rollback·Forward Recovery 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003258,다중 인스턴스,MULTI_INSTANCE,Gateway 운영자·개발자가 실제 제품 경로에서 다중 인스턴스 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003259,Local/Remote 동등성,LOCAL_REMOTE,Gateway 운영자·개발자가 실제 제품 경로에서 Local/Remote 동등성 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003260,혼합 버전 호환,MIXED_VERSION,Gateway 운영자·개발자가 실제 제품 경로에서 혼합 버전 호환 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003261,인증,AUTHN,Gateway 운영자·개발자가 실제 제품 경로에서 인증 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003262,권한,AUTHZ,Gateway 운영자·개발자가 실제 제품 경로에서 권한 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003263,Data Scope,DATA_SCOPE,Gateway 운영자·개발자가 실제 제품 경로에서 Data Scope 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003264,Masking·Privacy,MASKING,Gateway 운영자·개발자가 실제 제품 경로에서 Masking·Privacy 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003265,사유,REASON,Gateway 운영자·개발자가 실제 제품 경로에서 사유 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003266,승인,APPROVAL,Gateway 운영자·개발자가 실제 제품 경로에서 승인 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003267,감사,AUDIT,Gateway 운영자·개발자가 실제 제품 경로에서 감사 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003268,Log,LOG,Gateway 운영자·개발자가 실제 제품 경로에서 Log 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003269,Metric,METRIC,Gateway 운영자·개발자가 실제 제품 경로에서 Metric 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003270,Trace,TRACE,Gateway 운영자·개발자가 실제 제품 경로에서 Trace 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003271,Health·Readiness,HEALTH,Gateway 운영자·개발자가 실제 제품 경로에서 Health·Readiness 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003272,Alert·Runbook,ALERT_RUNBOOK,Gateway 운영자·개발자가 실제 제품 경로에서 Alert·Runbook 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003273,Resource 상한,RESOURCE,Gateway 운영자·개발자가 실제 제품 경로에서 Resource 상한 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
GWY-ROUTING,CPF-FR-003274,DB Ownership,DB_OWNER,Gateway 운영자·개발자가 실제 제품 경로에서 DB Ownership 기능을 사용할 때 Spring Cloud Gateway 기반 route snapshot·service registry·rewrite·load balance·version/zone/weight routing·atomic refresh를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
