rank,review_id,priority,area,review_point,acceptance_criteria,minimum_evidence,user_mandatory,qa_a_status,qa_b_status,central_status,developer_rework_status,last_verified_sha,notes
61,CPF-RV-0061,P0,Architecture/Ownership,정방향 dependency와 reverse/circular dependency 금지 — 구현·Ownership·Consumer를 검증한다.,정방향 dependency와 reverse/circular dependency 금지: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0061; B=재확인 필요
62,CPF-RV-0062,P0,Architecture/Ownership,정방향 dependency와 reverse/circular dependency 금지 — 정상·경계 동작를 검증한다.,정방향 dependency와 reverse/circular dependency 금지: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0062; B=재확인 필요
63,CPF-RV-0063,P0,Architecture/Ownership,정방향 dependency와 reverse/circular dependency 금지 — 실패·부분실패·UNKNOWN를 검증한다.,정방향 dependency와 reverse/circular dependency 금지: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0063; B=재확인 필요
64,CPF-RV-0064,P0,Architecture/Ownership,정방향 dependency와 reverse/circular dependency 금지 — 동시성·다중인스턴스·보안를 검증한다.,"정방향 dependency와 reverse/circular dependency 금지: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0064; B=재확인 필요
65,CPF-RV-0065,P0,Architecture/Ownership,정방향 dependency와 reverse/circular dependency 금지 — Runtime·Evidence·회귀를 검증한다.,정방향 dependency와 reverse/circular dependency 금지: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0065; B=미검증
66,CPF-RV-0066,P0,Architecture/Ownership,Optional Provider의 downstream 배치 — 구현·Ownership·Consumer를 검증한다.,Optional Provider의 downstream 배치: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0066; B=재확인 필요
67,CPF-RV-0067,P0,Architecture/Ownership,Optional Provider의 downstream 배치 — 정상·경계 동작를 검증한다.,Optional Provider의 downstream 배치: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0067; B=재확인 필요
68,CPF-RV-0068,P0,Architecture/Ownership,Optional Provider의 downstream 배치 — 실패·부분실패·UNKNOWN를 검증한다.,Optional Provider의 downstream 배치: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0068; B=재확인 필요
69,CPF-RV-0069,P0,Architecture/Ownership,Optional Provider의 downstream 배치 — 동시성·다중인스턴스·보안를 검증한다.,"Optional Provider의 downstream 배치: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0069; B=재확인 필요
70,CPF-RV-0070,P0,Architecture/Ownership,Optional Provider의 downstream 배치 — Runtime·Evidence·회귀를 검증한다.,Optional Provider의 downstream 배치: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0070; B=미검증
71,CPF-RV-0071,P0,Architecture/Ownership,Canonical Catalog와 실제 module/settings 경로 정합성 — 구현·Ownership·Consumer를 검증한다.,Canonical Catalog와 실제 module/settings 경로 정합성: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0071; B=재확인 필요
72,CPF-RV-0072,P0,Architecture/Ownership,Canonical Catalog와 실제 module/settings 경로 정합성 — 정상·경계 동작를 검증한다.,Canonical Catalog와 실제 module/settings 경로 정합성: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0072; B=재확인 필요
73,CPF-RV-0073,P0,Architecture/Ownership,Canonical Catalog와 실제 module/settings 경로 정합성 — 실패·부분실패·UNKNOWN를 검증한다.,Canonical Catalog와 실제 module/settings 경로 정합성: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0073; B=재확인 필요
74,CPF-RV-0074,P0,Architecture/Ownership,Canonical Catalog와 실제 module/settings 경로 정합성 — 동시성·다중인스턴스·보안를 검증한다.,"Canonical Catalog와 실제 module/settings 경로 정합성: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0074; B=재확인 필요
75,CPF-RV-0075,P0,Architecture/Ownership,Canonical Catalog와 실제 module/settings 경로 정합성 — Runtime·Evidence·회귀를 검증한다.,Canonical Catalog와 실제 module/settings 경로 정합성: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0075; B=미검증
76,CPF-RV-0076,P0,Online Transaction,Spring transaction boundary와 업무 transaction boundary 정합 — 구현·Ownership·Consumer를 검증한다.,Spring transaction boundary와 업무 transaction boundary 정합: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0076; B=미검증
77,CPF-RV-0077,P0,Online Transaction,Spring transaction boundary와 업무 transaction boundary 정합 — 정상·경계 동작를 검증한다.,Spring transaction boundary와 업무 transaction boundary 정합: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0077; B=미검증
78,CPF-RV-0078,P0,Online Transaction,Spring transaction boundary와 업무 transaction boundary 정합 — 실패·부분실패·UNKNOWN를 검증한다.,Spring transaction boundary와 업무 transaction boundary 정합: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0078; B=미검증
79,CPF-RV-0079,P0,Online Transaction,Spring transaction boundary와 업무 transaction boundary 정합 — 동시성·다중인스턴스·보안를 검증한다.,"Spring transaction boundary와 업무 transaction boundary 정합: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0079; B=미검증
80,CPF-RV-0080,P0,Online Transaction,Spring transaction boundary와 업무 transaction boundary 정합 — Runtime·Evidence·회귀를 검증한다.,Spring transaction boundary와 업무 transaction boundary 정합: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0080; B=미검증
81,CPF-RV-0081,P0,Online Transaction,REQUIRED/REQUIRES_NEW/NESTED 전파전략 사용 위치 — 구현·Ownership·Consumer를 검증한다.,REQUIRED/REQUIRES_NEW/NESTED 전파전략 사용 위치: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0081; B=미검증
82,CPF-RV-0082,P0,Online Transaction,REQUIRED/REQUIRES_NEW/NESTED 전파전략 사용 위치 — 정상·경계 동작를 검증한다.,REQUIRED/REQUIRES_NEW/NESTED 전파전략 사용 위치: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0082; B=미검증
83,CPF-RV-0083,P0,Online Transaction,REQUIRED/REQUIRES_NEW/NESTED 전파전략 사용 위치 — 실패·부분실패·UNKNOWN를 검증한다.,REQUIRED/REQUIRES_NEW/NESTED 전파전략 사용 위치: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0083; B=미검증
84,CPF-RV-0084,P0,Online Transaction,REQUIRED/REQUIRES_NEW/NESTED 전파전략 사용 위치 — 동시성·다중인스턴스·보안를 검증한다.,"REQUIRED/REQUIRES_NEW/NESTED 전파전략 사용 위치: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0084; B=미검증
85,CPF-RV-0085,P0,Online Transaction,REQUIRED/REQUIRES_NEW/NESTED 전파전략 사용 위치 — Runtime·Evidence·회귀를 검증한다.,REQUIRED/REQUIRES_NEW/NESTED 전파전략 사용 위치: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0085; B=미검증
86,CPF-RV-0086,P0,Online Transaction,동일 JVM 다중 Service 호출의 원자성 — 구현·Ownership·Consumer를 검증한다.,동일 JVM 다중 Service 호출의 원자성: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0086; B=미검증
87,CPF-RV-0087,P0,Online Transaction,동일 JVM 다중 Service 호출의 원자성 — 정상·경계 동작를 검증한다.,동일 JVM 다중 Service 호출의 원자성: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0087; B=미검증
88,CPF-RV-0088,P0,Online Transaction,동일 JVM 다중 Service 호출의 원자성 — 실패·부분실패·UNKNOWN를 검증한다.,동일 JVM 다중 Service 호출의 원자성: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0088; B=미검증
89,CPF-RV-0089,P0,Online Transaction,동일 JVM 다중 Service 호출의 원자성 — 동시성·다중인스턴스·보안를 검증한다.,"동일 JVM 다중 Service 호출의 원자성: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0089; B=미검증
90,CPF-RV-0090,P0,Online Transaction,동일 JVM 다중 Service 호출의 원자성 — Runtime·Evidence·회귀를 검증한다.,동일 JVM 다중 Service 호출의 원자성: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0090; B=미검증
91,CPF-RV-0091,P0,Online Transaction,Remote 호출 전후 DB transaction 보유시간 — 구현·Ownership·Consumer를 검증한다.,Remote 호출 전후 DB transaction 보유시간: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0091; B=미검증
92,CPF-RV-0092,P0,Online Transaction,Remote 호출 전후 DB transaction 보유시간 — 정상·경계 동작를 검증한다.,Remote 호출 전후 DB transaction 보유시간: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0092; B=미검증
93,CPF-RV-0093,P0,Online Transaction,Remote 호출 전후 DB transaction 보유시간 — 실패·부분실패·UNKNOWN를 검증한다.,Remote 호출 전후 DB transaction 보유시간: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0093; B=미검증
94,CPF-RV-0094,P0,Online Transaction,Remote 호출 전후 DB transaction 보유시간 — 동시성·다중인스턴스·보안를 검증한다.,"Remote 호출 전후 DB transaction 보유시간: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0094; B=미검증
